ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total,S01,S02,S03,S04,Venta caida
C5232,Centroamérica y Caribe,Belize,Ropa,Offline,Alta,2020-09-18,523241317,2020-10-03,7588,109.28,35.84,829216.64,271953.92,0,1,0,0,1
C9802,África,Morocco,Cereales,Offline,Baja,2020-12-15,980211198,2020-12-15,5131,205.7,117.11,1055446.7,600891.41,0,1,0,0,0
C5459,Australia y Oceanía,Australia,Doméstico,Online,Baja,2020-06-27,545928943,2020-08-10,1361,668.27,502.54,909515.47,683956.94,0,1,0,0,0
C9188,África,Senegal,Verduras,Online,Baja,2020-11-05,918880879,2020-12-13,6127,154.06,90.93,943925.62,557128.11,0,1,0,0,0
C2678,Centroamérica y Caribe,Antigua and Barbuda ,Verduras,Offline,Alta,2022-07-18,267865836,2022-07-30,6308,154.06,90.93,971810.48,573586.44,0,0,1,0,0
C8819,Europa,Poland,Material de oficina,Online,Alta,2020-10-08,881995141,2020-10-20,817,651.21,524.96,532038.57,428892.32,0,0,1,0,0
C6206,Europa,Kosovo,Cuidado personal,Online,Crítica,2021-02-17,620692622,2021-03-06,5595,81.73,56.67,457279.35,317068.65,0,0,1,0,0
C5636,Asia,Malaysia,Cárnicos,Online,Media,2021-01-19,563694608,2021-02-11,8616,421.89,364.69,3635004.24,3142169.04,0,0,1,0,1
C9610,Centroamérica y Caribe,Guatemala,Bebida,Online,Alta,2022-08-26,961049926,2022-09-09,4885,47.45,31.79,231793.25,155294.15,0,0,0,1,0
C7831,Australia y Oceanía,Vanuatu,Material de oficina,Online,Baja,2022-09-24,783119904,2022-10-30,1437,651.21,524.96,935788.77,754367.52,0,0,0,1,0
C8705,Centroamérica y Caribe,Nicaragua,Cuidado personal,Online,Alta,2022-10-13,870578372,2022-11-06,2341,81.73,56.67,191329.93,132664.47,0,0,0,1,0
C7844,África,Lesotho,Snacks,Offline,Media,2021-11-03,784411656,2021-11-29,3695,152.58,97.44,563783.1,360040.8,0,0,0,1,0
C1559,Asia,Turkmenistan,Doméstico,Offline,Crítica,2020-10-10,155918586,2020-11-07,8629,668.27,502.54,5766501.83,4336417.66,1,0,0,0,0
C9367,África,Saudi Arabia,Cosméticos,Offline,Crítica,2020-11-07,936710488,2020-12-08,2304,437.2,263.33,1007308.8,606712.32,1,0,0,0,0
C6487,Asia,Japan,Snacks,Online,Media,2022-04-24,648711192,2022-05-16,6912,152.58,97.44,1054632.96,673505.28,1,0,0,0,0
C9341,Europa,Latvia,Doméstico,Online,Crítica,2020-02-01,934157025,2020-02-03,6678,668.27,502.54,4462707.06,3355962.12,1,0,0,0,0
C8055,Norteamérica,Greenland,Ropa,Online,Crítica,2022-05-11,805596816,2022-05-23,2855,109.28,35.84,311994.4,102323.2,0,1,0,0,0
C6958,Centroamérica y Caribe,Costa Rica,Cereales,Online,Alta,2020-07-30,695891892,2020-08-03,8730,205.7,117.11,1795761.0,1022370.3,0,1,0,0,0
C2082,Asia,Japan,Cuidado personal,Offline,Baja,2022-04-24,208216083,2022-05-13,4621,81.73,56.67,377674.33,261872.07,0,1,0,0,1
C3660,Europa,Cyprus,Cereales,Offline,Crítica,2021-03-25,366055715,2021-04-05,2875,205.7,97.44,591387.5,336691.25,0,1,0,0,0
C4632,África,Pakistan,Cárnicos,Online,Baja,2021-06-03,463209617,2021-06-27,2874,421.89,364.69,1212511.86,1048119.06,0,0,1,0,1
C3137,Europa,Monaco,Cosméticos,Online,Media,2021-08-25,313789117,2021-09-07,6028,437.2,263.33,2635441.6,1587353.24,0,0,1,0,1
C7022,Asia,China,Cereales,Offline,Crítica,2022-07-06,702218043,2022-07-29,779,205.7,117.11,160240.3,91228.69,0,0,1,0,0
C2332,Australia y Oceanía,New Zealand,Cárnicos,Online,Alta,2022-02-26,233232724,2022-03-08,7601,421.89,364.69,3206785.89,2772008.69,0,0,1,0,0
C2818,Centroamérica y Caribe,Guatemala,Alimento infantil,Offline,Baja,2020-07-20,281881988,2020-08-11,3999,255.28,159.42,1020864.72,637520.58,0,0,0,1,0
C9435,África,Libya,Snacks,Online,Media,2020-12-06,943527162,2020-12-22,9509,152.58,97.44,1450883.22,926556.96,0,0,0,1,0
C5838,Europa,Liechtenstein,Cárnicos,Offline,Media,2022-08-24,583842074,2022-10-04,699,421.89,364.69,294901.11,254918.31,0,0,0,1,0
C7888,África,Democratic Republic of the Congo,Alimento infantil,Online,Alta,2022-08-03,788813054,2022-08-09,6167,255.28,159.42,1574311.76,983143.14,0,0,0,1,0
C5147,Asia,Mongolia,Cuidado personal,Online,Crítica,2022-05-04,514738929,2022-05-16,1543,81.73,56.67,126109.39,87441.81,1,0,0,0,0
C1382,Europa,Bosnia and Herzegovina,Frutas,Offline,Media,2021-01-07,138231027,2021-01-28,4487,9.33,6.92,41863.71,31050.04,1,0,0,0,0
C1062,Centroamérica y Caribe,Cuba,Cereales,Online,Crítica,2022-06-13,106213176,2022-07-15,9694,205.7,117.11,1994055.8,1135264.34,1,0,0,0,0
C4859,Asia,Bhutan,Snacks,Offline,Media,2022-04-06,485921704,2022-04-15,3885,152.58,97.44,592773.3,378554.4,1,0,0,0,0
C5149,Asia,Laos,Material de oficina,Online,Alta,2020-10-18,514905440,2020-10-22,817,154.06,524.96,532038.57,428892.32,0,1,0,0,1
C8510,Asia,Turkmenistan,Cuidado personal,Online,Baja,2021-08-23,851025712,2021-09-27,6275,81.73,56.67,512855.75,355604.25,0,1,0,0,1
C4224,Australia y Oceanía,Papua New Guinea,Alimento infantil,Offline,Baja,2021-08-24,422456347,2021-08-26,3076,255.28,159.42,785241.28,490375.92,0,1,0,0,0
C4776,África,Qatar,Cosméticos,Offline,Alta,2020-11-29,477683675,2020-12-23,6069,437.2,263.33,2653366.8,1598149.77,0,1,0,0,1
C5355,Australia y Oceanía,Palau,Ropa,Online,Baja,2021-05-19,535506522,2021-05-25,7135,109.28,35.84,779712.8,255718.4,0,0,1,0,1
C6350,Asia,Philippines,Cereales,Online,Baja,2022-07-15,635036218,2022-07-31,184,205.7,117.11,37848.8,21548.24,0,0,1,0,0
C8856,Australia y Oceanía,Papua New Guinea,Cárnicos,Offline,Baja,2022-10-31,885696589,2022-11-11,6158,421.89,364.69,2597998.62,2245761.02,0,0,1,0,0
C1172,África,Liberia,Verduras,Offline,Baja,2021-02-14,117223966,2021-02-25,8031,154.06,90.93,1237255.86,730258.83,0,0,1,0,1
C8296,África,Iran,Ropa,Offline,Alta,2020-12-16,829667174,2021-01-09,5809,109.28,35.84,634807.52,208194.56,1,0,0,0,0
C6433,Centroamérica y Caribe,Guatemala,Bebida,Offline,Crítica,2020-07-28,643387544,2020-08-20,1527,47.45,31.79,72456.15,48543.33,1,0,0,0,0
C8490,Australia y Oceanía,Tuvalu,Snacks,Offline,Baja,2020-01-09,849058902,2020-01-25,4252,152.58,97.44,648770.16,414314.88,0,0,0,1,0
C5576,Asia,Philippines,Material de oficina,Offline,Baja,2022-08-19,557667577,2022-09-15,5083,651.21,524.96,3310100.43,2668371.68,1,0,0,0,0
C7505,Asia,Singapore,Ropa,Offline,Crítica,2022-02-15,750512397,2022-03-04,2151,109.28,35.84,235061.28,77091.84,0,1,0,0,0
C2292,Asia,Laos,Verduras,Online,Media,2021-03-13,229204690,2021-03-25,5616,154.06,90.93,865200.96,510662.88,0,1,0,0,1
C5656,Europa,Montenegro,Frutas,Offline,Alta,2021-07-10,565668284,2021-08-03,2671,9.33,6.92,24920.43,18483.32,0,1,0,0,1
C2521,Centroamérica y Caribe,Barbados,Snacks,Offline,Media,2022-04-23,252139508,2022-05-23,2538,152.58,97.44,387248.04,247302.72,0,1,0,0,0
C5511,África,Egypt,Snacks,Offline,Alta,2021-10-01,551167190,2021-11-13,1474,152.58,97.44,224902.92,143626.56,0,0,1,0,0
C5456,África,Sudan,Doméstico,Offline,Crítica,2021-04-16,545612657,2021-05-29,7765,668.27,502.54,5189116.55,3902223.1,0,0,1,0,0
C2886,África,Democratic Republic of the Congo,Snacks,Offline,Baja,2021-05-07,288649737,2021-06-20,6727,152.58,97.44,1026405.66,655478.88,0,0,1,0,0
C3537,Centroamérica y Caribe,Cuba,Cuidado personal,Online,Baja,2022-09-30,353764760,2022-10-27,5709,81.73,56.67,466596.57,323529.03,0,0,1,0,0
C4847,África,Ghana,Frutas,Offline,Media,2022-06-05,484756553,2022-06-14,9091,9.33,6.92,84819.03,62909.72,0,0,0,1,0
C9457,Europa,Poland,Bebida,Online,Media,2020-07-30,945736443,2020-08-20,3285,47.45,31.79,155873.25,104430.15,0,0,0,1,1
C2711,África,Saudi Arabia,Bebida,Offline,Baja,2022-02-02,271128261,2022-03-07,1732,47.45,31.79,82183.4,55060.28,0,0,0,1,0
C2156,Centroamérica y Caribe,Barbados,Alimento infantil,Offline,Baja,2020-10-26,215668332,2020-11-21,9907,255.28,159.42,2529058.96,1579373.94,0,0,0,1,0
C8044,Europa,Bosnia and Herzegovina,Frutas,Online,Alta,2021-01-09,804405486,2021-02-01,314,9.33,6.92,2929.62,2172.88,1,0,0,0,0
C7827,África,Lebanon,Cárnicos,Online,Media,2021-08-26,782701051,2021-09-01,7489,421.89,364.69,3159534.21,2731163.41,1,0,0,0,0
C7662,Europa,Latvia,Doméstico,Offline,Crítica,2020-08-15,766228854,2020-10-03,3000,668.27,502.54,2004810.0,1507620.0,1,0,0,0,0
C9909,Australia y Oceanía,Australia,Frutas,Online,Media,2021-12-21,990975224,2022-01-27,445,9.33,6.92,4151.85,3079.4,1,0,0,0,0
C8632,África,Jordan,Cereales,Online,Media,2020-02-20,863238990,2020-04-03,455,205.7,117.11,93593.5,53285.05,0,1,0,0,1
C3096,Europa,United Kingdom,Cuidado personal,Offline,Media,2021-05-22,309631478,2021-05-27,5690,81.73,56.67,465043.7,322452.3,0,1,0,0,0
C2270,Centroamérica y Caribe,Haiti,Verduras,Offline,Baja,2022-05-24,227076518,2022-07-13,5843,154.06,90.93,900172.58,531303.99,0,1,0,0,1
C2328,Asia,South Korea,Cuidado personal,Online,Crítica,2020-03-23,232810437,2020-04-06,2637,81.73,56.67,215522.01,149438.79,0,1,0,0,1
C9143,África,Niger,Bebida,Online,Crítica,2022-05-10,914382064,2022-06-06,4827,47.45,31.79,229041.15,153450.33,0,0,1,0,0
C6796,África,Mozambique,Verduras,Online,Crítica,2022-05-17,679652726,2022-06-13,3200,154.06,90.93,492992.0,290976.0,0,0,1,0,0
C7067,Europa,Armenia,Cereales,Online,Baja,2021-06-02,706796252,2021-07-16,5572,205.7,117.11,1146160.4,652536.92,0,0,1,0,0
C8942,Europa,Iceland,Frutas,Online,Media,2021-01-08,894298970,2021-01-26,1793,9.33,6.92,16728.69,12407.56,0,0,1,0,1
C3109,Centroamérica y Caribe,Panama,Bebida,Online,Baja,2021-09-10,310959708,2021-10-12,8743,47.45,31.79,414855.35,277939.97,0,0,0,1,0
C3458,Europa,Switzerland,Bebida,Offline,Baja,2021-06-27,345889794,2021-07-25,5331,47.45,31.79,252955.95,169472.49,0,0,0,1,0
C6585,África,Mauritius ,Frutas,Online,Alta,2020-04-15,658513057,2020-05-23,7502,9.33,6.92,69993.66,51913.84,0,0,0,1,1
C5285,Europa,Andorra,Material de oficina,Online,Media,2021-03-28,528565824,2021-04-03,3228,651.21,524.96,2102105.88,1694570.88,0,0,0,1,0
C2060,Asia,Bangladesh,Material de oficina,Online,Alta,2020-09-28,206096923,2020-10-15,7514,651.21,524.96,4893191.94,3944549.44,1,0,0,0,0
C4614,Australia y Oceanía,Tonga,Ropa,Online,Baja,2021-04-25,461467683,2021-05-11,7397,109.28,35.84,808344.16,265108.48,1,0,0,0,0
C3353,Centroamérica y Caribe,Jamaica,Bebida,Online,Alta,2021-08-04,335351932,2021-09-13,6944,47.45,31.79,329492.8,220749.76,1,0,0,0,0
C2887,África,Israel,Verduras,Online,Media,2020-08-10,288735997,2020-09-14,2253,154.06,90.93,347097.18,204865.29,0,1,0,0,0
C8529,Europa,France,Cuidado personal,Offline,Crítica,2022-02-03,852918708,2022-03-14,6454,81.73,56.67,527485.42,365748.18,0,1,0,0,1
C3795,África,Benin,Snacks,Offline,Crítica,2021-08-03,379511392,2021-08-03,4709,152.58,97.44,718499.22,458844.96,0,1,0,0,0
C8904,Asia,Philippines,Verduras,Offline,Media,2022-03-16,890437877,2022-03-24,9210,154.06,90.93,1418892.6,837465.3,0,1,0,0,0
C4279,Europa,Slovakia,Frutas,Offline,Alta,2021-09-21,427934491,2021-10-04,4180,9.33,6.92,38999.4,28925.6,0,1,0,0,0
C7045,Asia,Laos,Doméstico,Offline,Alta,2022-08-13,704550063,2022-08-18,875,668.27,97.44,584736.25,439722.5,0,0,1,0,0
C3531,Australia y Oceanía,Nauru,Cárnicos,Online,Crítica,2022-01-16,353145921,2022-02-23,2580,421.89,364.69,1088476.2,940900.2,0,0,1,0,0
C7768,África,Benin,Snacks,Online,Media,2021-11-09,776895892,2021-11-09,9614,152.58,97.44,1466904.12,936788.16,0,0,1,0,0
C2992,Centroamérica y Caribe,Guatemala,Verduras,Online,Crítica,2021-06-14,299286305,2021-08-03,4323,154.06,90.93,666001.38,393090.39,0,0,1,0,0
C9141,Centroamérica y Caribe,Belize,Snacks,Online,Alta,2022-01-17,914115989,2022-02-12,6090,152.58,97.44,929212.2,593409.6,1,0,0,0,0
C6354,África,Tunisia ,Alimento infantil,Offline,Crítica,2022-05-30,635496270,2022-07-05,6323,255.28,159.42,1614135.44,1008012.66,1,0,0,0,0
C2478,África,Republic of the Congo,Cárnicos,Offline,Alta,2020-04-13,247850978,2020-05-08,3467,421.89,364.69,1462692.63,1264380.23,1,0,0,0,1
C1559,Australia y Oceanía,Kiribati,Ropa,Offline,Baja,2022-05-21,155916440,2022-07-10,7994,109.28,35.84,873584.32,286504.96,1,0,0,0,1
C8347,Europa,Albania,Verduras,Offline,Baja,2020-02-11,834741485,2020-02-17,7410,154.06,90.93,1141584.6,673791.3,0,1,0,0,0
C5796,Australia y Oceanía,Palau,Cárnicos,Online,Baja,2022-06-02,579687440,2022-06-05,1250,421.89,364.69,527362.5,455862.5,0,1,0,0,0
C4564,África,Angola,Cuidado personal,Online,Alta,2020-01-27,456428134,2020-03-06,6083,81.73,56.67,497163.59,344723.61,0,0,1,0,1
C2509,África,Swaziland,Snacks,Offline,Media,2021-05-27,250949895,2021-06-19,505,152.58,97.44,77052.9,49207.2,0,1,0,0,0
C7195,Centroamérica y Caribe,Barbados,Verduras,Online,Baja,2022-04-09,719551551,2022-04-14,149,154.06,90.93,22954.94,13548.57,0,0,1,0,0
C4388,Europa,Sweden,Cosméticos,Online,Crítica,2021-10-20,438844430,2021-12-07,2674,437.2,263.33,1169072.8,704144.42,0,0,1,0,1
C7557,África,Zambia,Verduras,Online,Crítica,2020-12-15,755752360,2021-02-03,2773,154.06,90.93,427208.38,252148.89,0,0,1,0,0
C8375,África,Sierra Leone,Ropa,Online,Crítica,2021-02-01,837511670,2021-02-28,7169,109.28,35.84,783428.32,256936.96,0,0,1,0,0
C8216,África,Sierra Leone,Cosméticos,Offline,Media,2022-07-12,821671187,2022-08-11,9619,437.2,263.33,4205426.8,2532971.27,0,0,0,1,0
C4660,Europa,Andorra,Verduras,Online,Media,2020-04-17,466092240,2020-05-13,5906,154.06,90.93,909878.36,537032.58,0,0,0,1,0
C4989,África,Seychelles ,Alimento infantil,Offline,Media,2022-08-31,498948657,2022-09-16,8850,255.28,159.42,2259228.0,1410867.0,0,0,0,1,0
C3687,Europa,Andorra,Doméstico,Online,Baja,2021-03-05,368726766,2021-03-24,3299,668.27,502.54,2204622.73,1657879.46,0,0,0,1,1
C4942,Centroamérica y Caribe,Costa Rica,Bebida,Offline,Baja,2020-08-15,494225394,2020-09-24,1132,47.45,31.79,53713.4,35986.28,1,0,0,0,0
C9145,África,Burundi,Cosméticos,Offline,Baja,2020-06-25,914555871,2020-08-11,6261,437.2,263.33,2737309.2,1648709.13,1,0,0,0,1
C8391,Australia y Oceanía,Fiji,Ropa,Online,Media,2022-01-28,839142024,2022-03-15,9627,109.28,35.84,1052038.56,345031.68,1,0,0,0,0
C8977,Norteamérica,Canada,Bebida,Online,Media,2021-05-26,897720181,2021-06-02,4206,47.45,31.79,199574.7,133708.74,1,0,0,0,0
C8903,Asia,Philippines,Bebida,Offline,Crítica,2021-12-30,890339171,2022-02-09,1,47.45,31.79,47.45,31.79,0,1,0,0,0
C2373,Asia,Turkmenistan,Snacks,Offline,Baja,2022-02-07,237360322,2022-02-24,9049,152.58,97.44,1380696.42,881734.56,0,1,0,0,0
C2294,Europa,Ukraine,Ropa,Online,Alta,2021-10-11,229457461,2021-11-26,417,109.28,35.84,45569.76,14945.28,0,1,0,0,0
C8776,Asia,Indonesia,Cuidado personal,Online,Media,2021-06-28,877616918,2021-06-28,5203,81.73,97.44,425241.19,294854.01,0,1,0,0,0
C4631,África,Sao Tome and Principe,Verduras,Offline,Baja,2020-09-02,463137519,2020-10-14,1539,154.06,90.93,237098.34,139941.27,0,0,1,0,0
C4876,Asia,Indonesia,Cuidado personal,Online,Crítica,2022-01-10,487630593,2022-02-25,9584,81.73,56.67,783300.32,543125.28,0,0,1,0,1
C7230,Asia,India,Verduras,Online,Crítica,2021-07-03,723019969,2021-07-27,6531,154.06,90.93,1006165.86,593863.83,0,0,1,0,0
C5615,África,Israel,Alimento infantil,Online,Media,2021-03-06,561541974,2021-03-10,1604,255.28,159.42,409469.12,255709.68,0,0,1,0,0
C3657,África,Qatar,Verduras,Online,Alta,2022-02-04,365745437,2022-02-04,1057,154.06,90.93,162841.42,96113.01,0,0,0,1,0
C1184,África,Liberia,Doméstico,Offline,Alta,2022-11-04,118491685,2022-12-14,3178,668.27,502.54,2123762.06,1597072.12,0,0,0,1,0
C7729,África,South Sudan,Doméstico,Online,Alta,2020-12-25,772954547,2021-02-03,3282,668.27,502.54,2193262.14,1649336.28,0,0,0,1,1
C2026,Europa,Latvia,Verduras,Online,Media,2020-03-13,202620351,2020-04-11,8719,154.06,90.93,1343249.14,792818.67,0,0,0,1,0
C8512,Centroamérica y Caribe,Saint Lucia,Frutas,Offline,Baja,2020-04-12,851287925,2020-05-06,3869,9.33,6.92,36097.77,26773.48,1,0,0,0,0
C2830,África,Mali,Verduras,Offline,Crítica,2021-06-05,283068597,2021-06-13,5143,154.06,90.93,792330.58,467652.99,1,0,0,0,0
C6323,Europa,Portugal,Bebida,Offline,Media,2022-10-23,632386195,2022-12-12,5983,47.45,31.79,283893.35,190199.57,1,0,0,0,0
C9539,Asia,Malaysia,Snacks,Online,Crítica,2021-02-20,953977048,2021-03-22,1863,152.58,97.44,284256.54,181530.72,1,0,0,0,0
C3728,Europa,Spain,Cosméticos,Online,Baja,2020-09-04,372889983,2020-09-25,5287,437.2,263.33,2311476.4,1392225.71,0,1,0,0,0
C3344,Europa,Slovenia,Ropa,Offline,Media,2020-05-15,334486329,2020-05-22,793,109.28,35.84,86659.04,28421.12,0,1,0,0,0
C5544,África,Jordan,Verduras,Offline,Media,2020-12-29,554439914,2021-01-08,9946,154.06,90.93,1532280.76,904389.78,0,1,0,0,0
C3687,Centroamérica y Caribe,Honduras,Doméstico,Online,Media,2020-11-15,368737065,2020-12-01,6347,668.27,502.54,4241509.69,3189621.38,0,1,0,0,0
C9836,África,Lebanon,Material de oficina,Online,Baja,2020-02-28,983676612,2020-04-18,624,651.21,524.96,406355.04,327575.04,0,0,1,0,0
C5258,África,Tunisia ,Cereales,Online,Media,2022-04-06,525869882,2022-05-22,5439,154.06,117.11,1118802.3,636961.29,0,0,1,0,0
C7922,Europa,Romania,Frutas,Offline,Alta,2020-12-28,792240703,2021-01-29,484,9.33,6.92,4515.72,3349.28,0,0,1,0,0
C5000,Europa,Netherlands,Cereales,Offline,Alta,2021-12-30,500025403,2022-02-15,7483,205.7,117.11,1539253.1,876334.13,0,0,1,0,0
C2367,África,Azerbaijan,Frutas,Online,Baja,2021-04-25,236772811,2021-05-11,5191,9.33,6.92,48432.03,35921.72,1,0,0,0,0
C2103,Europa,Slovenia,Doméstico,Online,Media,2021-02-11,210344254,2021-03-15,4394,668.27,502.54,2936378.38,2208160.76,1,0,0,0,1
C6989,África,Chad,Ropa,Online,Crítica,2022-07-12,698913562,2022-08-02,2909,109.28,35.84,317895.52,104258.56,0,1,0,0,0
C7009,Australia y Oceanía,Nauru,Verduras,Online,Media,2021-05-17,700967061,2021-06-13,585,154.06,90.93,90125.1,53194.05,1,0,0,0,0
C1853,África,Kenya,Ropa,Offline,Baja,2021-01-08,185303580,2021-02-07,4302,109.28,35.84,470122.56,154183.68,0,1,0,0,0
C5410,Centroamérica y Caribe,Jamaica,Cuidado personal,Online,Alta,2022-05-20,541034448,2022-06-11,2971,81.73,56.67,242819.83,168366.57,0,1,0,0,0
C5275,Europa,Bosnia and Herzegovina,Alimento infantil,Offline,Baja,2022-06-25,527583491,2022-07-31,2534,255.28,159.42,646879.52,403970.28,0,1,0,0,0
C3246,Centroamérica y Caribe,Antigua and Barbuda ,Cuidado personal,Offline,Crítica,2021-08-09,324687039,2021-08-25,965,81.73,56.67,78869.45,54686.55,0,1,0,0,0
C1823,Europa,Romania,Cosméticos,Online,Media,2021-11-13,182393920,2021-12-31,3269,437.2,263.33,1429206.8,860825.77,0,0,1,0,1
C8710,Asia,Kazakhstan,Frutas,Offline,Crítica,2020-01-29,871065461,2020-02-23,6482,9.33,6.92,60477.06,44855.44,0,0,1,0,1
C5313,África,Burkina Faso,Material de oficina,Offline,Alta,2020-07-31,531375491,2020-09-03,4671,651.21,524.96,3041801.91,2452088.16,0,0,1,0,0
C5243,Centroamérica y Caribe,Saint Lucia,Cereales,Offline,Baja,2022-06-01,524310338,2022-06-23,3935,205.7,117.11,809429.5,460827.85,0,0,1,0,0
C4811,Centroamérica y Caribe,Jamaica,Snacks,Offline,Alta,2020-09-23,481168830,2020-10-20,7404,152.58,97.44,1129702.32,721445.76,0,0,0,1,0
C5535,África,Bahrain,Doméstico,Online,Media,2022-07-05,553562295,2022-08-22,239,668.27,502.54,159716.53,120107.06,0,0,0,1,0
C9634,África,Pakistan,Cereales,Offline,Crítica,2022-04-11,963414561,2022-05-04,4633,205.7,117.11,953008.1,542570.63,0,0,0,1,0
C6529,Centroamérica y Caribe,Saint Lucia,Cereales,Online,Baja,2020-09-05,652961957,2020-09-07,4808,205.7,97.44,989005.6,563064.88,0,0,0,1,0
C4347,África,Angola,Snacks,Online,Crítica,2020-03-11,434753310,2020-04-07,2021,152.58,97.44,308364.18,196926.24,1,0,0,0,0
C7416,Europa,Kosovo,Cosméticos,Online,Baja,2020-10-29,741649949,2020-12-18,9556,437.2,263.33,4177883.2,2516381.48,1,0,0,0,0
C2768,Europa,Georgia,Frutas,Offline,Baja,2021-08-01,276825702,2021-08-11,7732,9.33,6.92,72139.56,53505.44,1,0,0,0,0
C9637,Australia y Oceanía,Nauru,Doméstico,Online,Media,2021-11-06,963766896,2021-11-21,8896,668.27,502.54,5944929.92,4470595.84,1,0,0,0,0
C2962,Australia y Oceanía,Solomon Islands,Material de oficina,Online,Baja,2022-11-06,296272361,2022-11-11,2430,651.21,524.96,1582440.3,1275652.8,0,1,0,0,0
C7884,Asia,Thailand,Alimento infantil,Offline,Crítica,2020-06-28,788453423,2020-08-04,9744,255.28,159.42,2487448.32,1553388.48,0,1,0,0,0
C5247,Europa,Russia,Cereales,Offline,Media,2021-02-03,524733912,2021-02-08,9280,205.7,117.11,1908896.0,1086780.8,0,1,0,0,0
C8098,Australia y Oceanía,Samoa ,Frutas,Online,Media,2022-10-18,809850156,2022-11-04,1513,9.33,6.92,14116.29,10469.96,0,1,0,0,1
C3188,Australia y Oceanía,Vanuatu,Snacks,Offline,Baja,2022-09-18,318850982,2022-10-06,3946,152.58,97.44,602080.68,384498.24,0,0,1,0,0
C9470,África,Lesotho,Frutas,Offline,Alta,2021-03-23,947097718,2021-04-10,6116,9.33,6.92,57062.28,42322.72,0,0,1,0,0
C1602,Australia y Oceanía,Solomon Islands,Bebida,Online,Alta,2020-07-14,160264194,2020-07-28,4591,47.45,31.79,217842.95,145947.89,0,0,1,0,0
C4443,Asia,Taiwan,Snacks,Offline,Crítica,2020-05-23,444336736,2020-06-09,7969,152.58,97.44,1215910.02,776499.36,0,0,1,0,0
C7556,Asia,Singapore,Verduras,Online,Baja,2022-05-19,755614173,2022-06-14,1880,154.06,90.93,289632.8,170948.4,0,0,0,1,0
C5707,África,Ghana,Verduras,Offline,Media,2022-10-06,570707833,2022-10-07,3985,154.06,90.93,613929.1,362356.05,0,1,0,0,0
C3365,Europa,Belarus,Bebida,Offline,Alta,2022-07-02,336541545,2022-08-18,8977,47.45,31.79,425958.65,285378.83,0,0,0,1,1
C1203,África,Lesotho,Snacks,Offline,Crítica,2020-02-03,120351636,2020-02-26,3578,152.58,97.44,545931.24,348640.32,0,0,0,1,0
C9596,África,Democratic Republic of the Congo,Cereales,Online,Crítica,2021-07-30,959686934,2021-09-02,1545,205.7,117.11,317806.5,180934.95,1,0,0,0,0
C8124,Europa,San Marino,Frutas,Online,Baja,2021-12-25,812408769,2022-02-08,8663,9.33,6.92,80825.79,59947.96,1,0,0,0,0
C4066,África,Mauritius ,Frutas,Online,Media,2021-01-03,406690967,2021-01-11,7749,9.33,6.92,72298.17,53623.08,1,0,0,0,1
C9910,Europa,Kosovo,Verduras,Online,Media,2021-08-14,991019856,2021-09-25,3653,154.06,90.93,562781.18,332167.29,1,0,0,0,0
C2841,África,Tunisia ,Verduras,Offline,Alta,2020-01-15,284194266,2020-01-16,8254,154.06,90.93,1271611.24,750536.22,0,1,0,0,0
C1253,Europa,Czech Republic,Material de oficina,Online,Alta,2021-06-20,125325524,2021-06-24,5463,651.21,524.96,3557560.23,2867856.48,0,1,0,0,0
C6238,Australia y Oceanía,Federated States of Micronesia,Cosméticos,Offline,Baja,2021-07-02,623837459,2021-07-10,6222,437.2,263.33,2720258.4,1638439.26,0,1,0,0,0
C6094,Europa,Estonia,Doméstico,Offline,Media,2021-11-08,609466397,2021-12-10,3506,668.27,502.54,2342954.62,1761905.24,0,1,0,0,0
C7822,Asia,Nepal,Frutas,Offline,Baja,2020-05-10,782261168,2020-06-15,7318,9.33,6.92,68276.94,50640.56,0,0,1,0,0
C5625,África,Democratic Republic of the Congo,Bebida,Offline,Media,2020-12-15,562583100,2021-01-24,9696,47.45,31.79,460075.2,308235.84,0,0,1,0,0
C3411,Asia,Singapore,Snacks,Offline,Alta,2020-11-09,341106021,2020-11-12,9707,152.58,97.44,1481094.06,945850.08,0,0,1,0,1
C1288,Asia,India,Bebida,Online,Alta,2020-07-11,128816258,2020-07-12,8448,47.45,31.79,400857.6,268561.92,0,0,1,0,1
C9070,África,Angola,Cereales,Offline,Media,2022-04-04,907012641,2022-05-19,4051,205.7,117.11,833290.7,474412.61,1,0,0,0,0
C5773,Asia,Kyrgyzstan,Alimento infantil,Online,Crítica,2020-03-05,577306497,2020-03-12,6676,255.28,159.42,1704249.28,1064287.92,1,0,0,0,0
C7116,África,Burundi,Doméstico,Offline,Crítica,2021-08-31,711621654,2021-09-02,3516,668.27,502.54,2349637.32,1766930.64,1,0,0,0,0
C7021,África,South Africa,Material de oficina,Online,Media,2020-03-23,702194440,2020-03-30,3794,651.21,524.96,2470690.74,1991698.24,1,0,0,0,0
C9115,Europa,Georgia,Cereales,Offline,Baja,2022-08-14,911573684,2022-09-19,3765,205.7,117.11,774460.5,440919.15,0,1,0,0,1
C4226,África,The Gambia,Bebida,Offline,Baja,2021-09-19,422620713,2021-10-05,1715,47.45,31.79,81376.75,54519.85,0,1,0,0,0
